pl_name,hostname,tic_id,st_mass,st_masserr1,st_masserr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2
Kepler-1598 b,Kepler-1598,TIC 158730471,1.07,0.068,-0.062,13.929,0.08,-0.08,12.42,0.02,-0.02,0.05207,0.00038,-0.00038,0.0,,
Kepler-1209 b,Kepler-1209,TIC 399953998,1.23,0.087,-0.05,12.554,0.069,-0.069,11.239,0.026,-0.026,0.17515,0.00154,-0.00154,0.0,,
EPIC 201238110 b,EPIC 201238110,TIC 35019000,0.41,0.112,-0.048,16.014,1.133,-1.133,11.933,0.024,-0.024,,,,,,
PSR J2322-2650 b,PSR J2322-2650,,1.4,,,,,,,,,0.0102,,,0.0017,,
Kepler-1802 b,Kepler-1802,TIC 239291510,0.649,0.032,-0.032,15.905,0.15,-0.15,12.397,,,0.0662,,,0.0,,
Kepler-330 b,Kepler-330,TIC 158727691,0.848,0.019,-0.027,15.569,0.092,-0.092,13.259,0.03,-0.03,0.075,,,0.0,,
Kepler-457 d,KOI-7892,TIC 123449386,1.148,0.192,-0.157,14.411,0.114,-0.114,12.966,0.023,-0.023,0.0996,,,0.0,,
Kepler-1420 b,Kepler-1420,TIC 272184502,0.82,0.055,-0.058,15.894,0.058,-0.058,13.76,0.046,-0.046,0.0671,,,0.0,,
TOI-904 b,TOI-904,TIC 261257684,0.557,0.028,-0.028,12.588,0.069,-0.069,8.766,0.021,-0.021,0.056,0.019,-0.012,,,
EPIC 206032309 b,EPIC 206032309,TIC 145752628,0.221,0.035,-0.062,17.89,0.2,-0.2,12.538,0.026,-0.026,,,,,,
K2-414 b,K2-414,TIC 301288279,0.814,0.363,-0.251,14.289,0.195,-0.195,11.438,0.023,-0.023,0.0487,0.0027,-0.0031,,,
Kepler-1650 b,Kepler-1650,TIC 273502299,0.326,0.047,-0.039,17.07,0.2,-0.2,12.199,0.021,-0.021,0.0167,,,0.01,0.15,-0.01
K2-50 b,K2-50,TIC 363444743,0.611,0.056,-0.056,14.705,0.16,-0.16,11.664,0.023,-0.023,0.0705,0.0022,-0.0022,,,
Kepler-377 b,Kepler-377,TIC 184015535,1.043,0.032,-0.031,14.081,0.103,-0.103,12.469,0.024,-0.024,0.109,,,0.0,,
K2-87 b,K2-87,TIC 17409453,1.164,0.042,-0.044,14.136,0.137,-0.137,11.197,0.019,-0.019,0.094,0.001,-0.001,,,
Kepler-1948 b,Kepler-1948,TIC 158489110,0.585,0.028,-0.038,14.569,0.092,-0.092,10.871,0.011,-0.011,0.1022,,,0.0,,
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,,0.2,0.1,-0.05,,,,,,,1.85,0.31,-0.31,,,
K2-189 b,K2-189,TIC 422349881,0.85,0.03,-0.03,12.398,0.033,-0.033,10.589,0.021,-0.021,0.0361,0.0004,-0.0004,,,
TOI-2018 b,TOI-2018,TIC 357501308,0.57,0.02,-0.02,10.25,0.03,-0.03,7.104,0.017,-0.017,,,,0.0,,
Kepler-82 b,Kepler-82,TIC 63372898,0.91,0.03,-0.03,15.131,0.492,-0.492,13.518,0.048,-0.048,0.1683,0.002,-0.002,0.0033,0.0019,-0.00017
TOI-1246 c,TOI-1246,TIC 230127302,0.8889,0.0303,-0.0302,11.632,0.024,-0.024,9.907,0.036,-0.036,0.061,0.001,-0.001,0.0,,
Kepler-202 c,Kepler-202,TIC 258202719,0.683,0.018,-0.018,14.178,0.114,-0.114,11.639,0.023,-0.023,0.113,,,0.0,,
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,,0.61,0.27,-0.28,,,,,,,3.32,0.82,-0.92,,,
Kepler-1755 b,Kepler-1755,TIC 239225129,1.003,0.129,-0.129,14.544,0.126,-0.126,12.911,0.031,-0.031,0.1668,,,0.0,,
HS Psc b,HS Psc,TIC 353804063,0.69,0.07,-0.07,10.769,0.087,-0.087,7.642,0.027,-0.027,0.0435,0.0017,-0.0017,0.27,0.21,-0.27
K2-278 b,K2-278,TIC 422334505,1.4,0.08,-0.08,13.446,0.092,-0.092,11.701,0.026,-0.026,0.0488,0.0009,-0.0009,,,
Kepler-411 c,Kepler-411,TIC 399954349,0.87,0.039,-0.039,12.448,0.069,-0.069,10.062,0.023,-0.023,0.0739,0.001,-0.001,0.108,0.003,-0.004
Kepler-411 e,Kepler-411,TIC 399954349,0.87,0.039,-0.039,12.448,0.069,-0.069,10.062,0.023,-0.023,0.186,0.003,-0.003,0.016,0.002,-0.001
Kepler-375 c,Kepler-375,TIC 299032517,0.891,0.029,-0.032,15.643,0.801,-0.801,14.081,0.055,-0.055,0.141,,,0.0,,
Kepler-552 b,Kepler-552,TIC 417659456,1.03,0.057,-0.062,14.476,0.183,-0.183,12.78,0.026,-0.026,0.0612,,,0.0,,
K2-353 b,K2-353,TIC 115010361,0.87,0.02,-0.02,12.337,0.057,-0.057,10.547,0.025,-0.025,,,,,,
HD 208527 b,HD 208527,TIC 283621278,1.6,0.4,-0.4,6.38984,0.023,-0.023,2.224,0.244,-0.244,2.1,0.2,-0.2,0.08,0.04,-0.04
BD+60 1417 b,BD+60 1417,TIC 159527171,1.0,,,9.374,0.003,-0.003,7.288,0.024,-0.024,1662.0,,,,,
Kepler-1833 b,Kepler-1833,TIC 159520040,1.286,0.081,-0.09,12.645,0.08,-0.08,11.29,0.013,-0.013,0.07545,0.0005,-0.0005,0.0,,
Lupus-TR-3 b,Lupus-TR-3,TIC 153091721,0.87,0.04,-0.04,19.6202,0.0561,-0.0561,15.068,0.149,-0.149,0.0464,0.0007,-0.0007,0.0,,
Kepler-800 b,Kepler-800,TIC 158275161,0.85,0.045,-0.054,15.92,0.115,-0.115,13.916,0.051,-0.051,0.1106,,,0.0,,
Kepler-1713 b,Kepler-1713,TIC 158432813,1.3,0.059,-0.072,11.065,0.009,-0.009,9.754,0.011,-0.011,0.14185,0.00116,-0.00116,0.0,,
HD 25015 b,HD 25015,TIC 178249461,0.86,0.101,-0.101,8.87,0.03,-0.03,6.806,0.026,-0.026,6.248,0.486,-0.439,0.341,0.085,-0.077
Kepler-1305 b,Kepler-1305,TIC 273131845,0.97,0.063,-0.06,15.834,0.183,-0.183,14.104,0.058,-0.058,0.1109,,,0.0,,
TOI-1272 c,TOI-1272,TIC 417948359,0.8772,0.0145,-0.0164,11.758,0.046,-0.046,9.701,0.02,-0.02,0.079,0.001,-0.001,0.12,0.0,0.0
Kepler-1313 b,Kepler-1313,TIC 63213622,0.92,0.031,-0.034,12.363,0.032,-0.032,10.088,0.016,-0.016,0.04619,0.00015,-0.00015,0.0,,
Kepler-1163 b,Kepler-1163,TIC 406950324,1.22,0.073,-0.053,12.208,0.069,-0.069,10.971,0.022,-0.022,0.06868,0.00055,-0.00055,0.0,,
Kepler-1890 b,Kepler-1890,TIC 137754713,1.024,0.1,-0.073,12.916,0.08,-0.08,11.566,0.021,-0.021,0.05712,0.0006,-0.0006,0.0,,
Kepler-112 b,Kepler-112,TIC 272943597,0.782,0.013,-0.009,13.927,0.103,-0.103,12.155,0.021,-0.021,0.076,,,0.0,,
Kepler-581 b,Kepler-581,TIC 184009313,1.0,0.079,-0.067,14.701,0.057,-0.057,12.932,0.027,-0.027,0.2259,,,0.0,,
HD 147873 b,HD 147873,TIC 211080657,1.38,0.05,-0.05,7.96,0.03,-0.03,6.581,0.029,-0.029,0.522,0.018,-0.018,0.207,0.013,-0.013
Kepler-1714 b,Kepler-1714,TIC 270698316,1.448,0.059,-0.148,11.041,0.01,-0.01,9.705,0.014,-0.014,0.10549,0.00053,-0.00053,0.0,,
TOI-1266 b,TOI-1266,TIC 467179528,0.437,0.021,-0.021,12.941,0.049,-0.049,8.84,0.02,-0.02,0.073,0.0011,-0.0011,0.039,0.035,-0.025
TOI-470 b,TOI-470,TIC 37770169,0.87,0.09,-0.09,11.171,0.017,-0.017,9.422,0.019,-0.019,0.119,0.008,-0.008,,,
Kepler-1484 b,Kepler-1484,TIC 137816475,0.94,0.076,-0.073,15.351,0.149,-0.149,13.646,0.044,-0.044,0.1939,,,0.0,,
Kepler-354 b,Kepler-354,TIC 120578185,0.652,0.016,-0.016,15.771,0.252,-0.252,13.16,0.031,-0.031,0.054,,,0.0,,
Kepler-616 d,Kepler-616,TIC 271355361,1.061,0.134,-0.134,15.021,0.058,-0.058,13.448,0.044,-0.044,0.2749,,,0.0,,
Kepler-271 c,Kepler-271,TIC 164414655,0.9,0.041,-0.045,13.578,0.16,-0.16,11.745,0.021,-0.021,0.06993,0.00087,-0.00087,0.0,,
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,,0.23,0.39,-0.14,,,,,,,1.11,0.23,-0.2,,,
EPIC 201427007 b,EPIC 201427007,TIC 66664249,0.93,,,14.321,0.172,-0.172,12.581,0.029,-0.029,,,,,,
Kepler-740 b,Kepler-740,TIC 158270511,0.91,0.04,-0.043,16.022,0.183,-0.183,14.177,0.064,-0.064,0.0462,,,0.0,,
KELT-6 b,KELT-6,TIC 165987272,1.42,0.46,-0.46,10.371,0.007,-0.007,9.083,0.017,-0.017,0.07939,0.001,-0.00099,0.22,0.11,-0.11
HD 72659 c,HD 72659,TIC 121284864,1.09,0.134,-0.134,7.46,0.03,-0.03,5.982,0.024,-0.024,13.959,0.884,-0.861,0.091,0.055,-0.048
Kepler-1592 b,Kepler-1592,TIC 138364751,1.18,0.202,-0.124,14.94,0.183,-0.183,13.345,0.038,-0.038,0.04,,,0.0,,
Kepler-305 b,Kepler-305,TIC 171879024,0.76,0.13,-0.06,15.851,0.263,-0.263,13.702,0.042,-0.042,0.05746,0.00052,-0.00052,0.005,0.0035,-0.0034
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,,0.48,0.38,-0.26,,,,,,,2.2,0.7,-0.7,,,
Kepler-123 c,Kepler-123,TIC 272944990,1.079,0.029,-0.03,14.129,0.069,-0.069,12.655,0.025,-0.025,0.181,,,0.0,,
LTT 3780 b,LTT 3780,TIC 36724087,0.381,0.024,-0.034,13.14,0.035,-0.035,8.204001,0.021,-0.021,0.01195,0.00028,-0.00029,0.0,,
K2-247 b,K2-247,TIC 110999033,0.74,0.03,-0.03,14.857,0.217,-0.217,11.556,0.027,-0.027,0.0304,0.0004,-0.0004,,,
Gl 410 b,Gl 410,TIC 97488127,0.55,0.02,-0.02,9.57,0.1,-0.1,5.688,0.021,-0.021,0.0531,0.0006,-0.0006,,,
KOI-1843.03,Kepler-974,TIC 120418600,0.46,0.08,-0.05,15.295,0.058,-0.058,11.056,0.017,-0.017,0.005,,,,,
K2-276 b,K2-276,TIC 14570090,0.82,0.02,-0.02,14.654,0.069,-0.069,12.26,0.022,-0.022,0.1291,0.0011,-0.0011,,,
K2-138 d,K2-138,TIC 4610830,0.935,0.019,-0.023,12.246,0.092,-0.092,10.305,0.021,-0.021,0.05893,0.0004,-0.0005,0.043,0.041,-0.03
Kepler-848 b,Kepler-848,TIC 26817863,1.01,0.042,-0.04,14.194,0.092,-0.092,12.431,0.025,-0.025,0.07586,0.00051,-0.00051,0.0,,
WASP-132 b,WASP-132,TIC 127530399,0.789,0.039,-0.039,11.938,0.046,-0.046,9.674,0.024,-0.024,0.0674,0.0029,-0.0029,0.0163,0.0067,-0.0069
HD 64114 b,HD 64114,TIC 36021583,0.95,0.05,-0.05,7.71,0.03,-0.03,6.046,0.024,-0.024,0.246,0.005,-0.005,0.12,0.08,-0.08
Kepler-750 c,Kepler-750,TIC 158931258,1.15,0.142,-0.084,14.634,0.092,-0.092,13.103,0.034,-0.034,0.05009,0.00045,-0.00045,0.0,,
K2-24 c,K2-24,TIC 68048686,1.07,0.06,-0.06,11.275,0.019,-0.019,9.18,0.021,-0.021,0.247,0.004,-0.004,0.07,,
GJ 180 d,GJ 180,TIC 246902275,0.43,,,10.914,0.026,-0.026,6.598,0.021,-0.021,0.309,0.01,-0.01,0.14,0.04,-0.04
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,,0.55,0.28,-0.28,,,,20.3,1.3,-1.5,2.62,0.58,-0.6,,,
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,,0.74,0.43,-0.38,,,,,,,1.16,0.47,-0.51,,,
Kepler-1570 b,Kepler-1570,TIC 269270853,0.92,0.089,-0.07,14.242,0.126,-0.126,11.997,0.021,-0.021,0.16699,0.00083,-0.00083,0.0,,
Kepler-164 e,Kepler-164,TIC 158561894,0.966,0.075,-0.068,14.379,0.08,-0.08,12.935,0.024,-0.024,0.4025,,,0.0,,
Kepler-58 e,Kepler-58,TIC 184471242,1.017,0.167,-0.125,15.086,0.092,-0.092,13.283,0.032,-0.032,0.0533,,,0.0,,
HD 12235 c,HD 12235,TIC 422679659,1.1,0.134,-0.134,5.88051,0.023,-0.023,4.494,0.016,-0.016,22.21,3.866,-2.766,0.174,0.11,-0.154
Kepler-224 e,Kepler-224,TIC 159642189,0.777,0.02,-0.022,15.801,0.126,-0.126,13.703,0.039,-0.039,0.124,,,0.0,,
Kepler-1487 c,Kepler-1487,TIC 184015844,1.801,0.193,-0.359,13.6,0.103,-0.103,12.289,0.017,-0.017,0.2588,,,0.0,,
TIC 88785435 b,TIC 88785435,TIC 88785435,0.724,0.017,-0.017,13.259,0.114,-0.114,9.546,0.021,-0.021,0.08432,0.00068,-0.00068,0.131,0.06,-0.064
Kepler-953 b,Kepler-953,TIC 158933249,0.95,0.031,-0.032,11.871,0.08,-0.08,10.295,0.016,-0.016,0.392,,,0.0,,
Kepler-1579 b,Kepler-1579,TIC 275571034,0.75,0.027,-0.043,15.49,0.137,-0.137,12.744,0.036,-0.036,0.014,,,0.0,,
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,,0.92,0.49,-0.32,,,,,,,2.77,3.49,-2.12,,,
Kepler-1590 b,Kepler-1590,TIC 26416803,1.11,0.105,-0.074,14.186,0.183,-0.183,12.693,0.027,-0.027,0.07116,0.0004,-0.0004,0.0,,
HD 24040 b,HD 24040,TIC 456863621,1.11,0.12,-0.12,7.515,0.009,-0.009,5.969,0.02,-0.02,4.92,0.21,-0.21,0.04,0.06,-0.06
HD 28192 b,HD 28192,TIC 248644661,1.08,0.135,-0.135,8.06,0.03,-0.03,6.617,0.024,-0.024,0.118,0.005,-0.005,0.104,0.042,-0.023
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,,0.29,0.23,-0.15,,,,,,,1.39,0.22,-0.22,,,
HD 160691 c,HD 160691,TIC 362661163,1.13,0.02,-0.02,5.12,0.03,-0.03,3.683,0.246,-0.246,4.17,0.07,-0.07,0.0985,0.0627,-0.0627
TOI-1899 b,TOI-1899,TIC 172370679,0.632,0.026,-0.025,14.88,0.2,-0.2,10.509,0.018,-0.018,0.1525,0.0065,-0.006,0.044,0.029,-0.027
K2-400 b,K2-400,TIC 345034874,0.374,0.009,-0.009,15.108,0.067,-0.067,10.405,0.024,-0.024,,,,,,
HD 159243 b,HD 159243,TIC 348652846,1.125,0.03,-0.03,8.65,0.03,-0.03,7.297,0.021,-0.021,0.11,0.002,-0.002,0.02,0.018,-0.018
Kepler-1360 b,Kepler-1360,TIC 239287622,1.51,0.225,-0.211,14.007,0.092,-0.092,12.547,0.031,-0.031,0.2866,,,0.0,,
Kepler-1668 b,Kepler-1668,TIC 273132513,0.98,,,15.792,0.366,-0.366,14.013,0.058,-0.058,0.124,,,0.0,,
WASP-69 b,WASP-69,TIC 248853232,0.83,0.05,-0.05,9.873,0.006,-0.006,7.459,0.024,-0.024,0.0453,0.0008,-0.0008,0.0,,
TOI-1444 b,TOI-1444,TIC 258514800,0.9513,0.0299,-0.0321,10.936,0.009,-0.009,9.061,0.021,-0.021,0.0116,0.0002,-0.0002,0.0,,
GJ 3512 c,GJ 3512,TIC 445064836,0.123,0.009,-0.009,15.18,0.2,-0.2,8.668,0.021,-0.021,1.731,0.043,-0.046,0.089,0.012,-0.012
GJ 463 b,GJ 463,TIC 147670988,0.486,0.014,-0.014,11.595,0.058,-0.058,7.122,0.018,-0.018,3.53,0.037,-0.038,0.146,0.014,-0.015
K2-31 b,K2-31,TIC 50171060,0.91,0.06,-0.06,10.802,0.01,-0.01,8.866,0.019,-0.019,0.022,0.0018,-0.0018,0.0,,
WASP-85 A b,WASP-85 A,TIC 380619414,1.09,0.08,-0.08,10.72,0.01,-0.01,8.733,0.026,-0.026,0.039,0.001,-0.001,0.0,,
Kepler-1985 b,Kepler-1985,TIC 270609465,0.877,0.064,-0.037,15.223,0.206,-0.206,13.556,0.043,-0.043,0.0426,,,0.0,,
Kepler-830 b,Kepler-830,TIC 271433874,1.07,0.121,-0.088,14.88,0.149,-0.149,13.269,0.034,-0.034,0.1033,,,0.0,,
TYC 3667-1280-1 b,TYC 3667-1280-1,TIC 312545949,1.87,0.17,-0.17,9.856,0.004,-0.004,7.1,0.017,-0.017,0.21,0.01,-0.01,0.036,0.043,-0.014
Kepler-724 b,Kepler-724,TIC 270521439,0.9,0.055,-0.053,15.284,0.103,-0.103,13.367,0.036,-0.036,0.0433,,,0.0,,
Kepler-442 b,Kepler-442,TIC 120499135,0.609,0.03,-0.026,15.322,0.057,-0.057,12.488,0.022,-0.022,0.409,0.209,-0.06,0.04,0.08,-0.04
HD 164509 b,HD 164509,TIC 382764222,1.12,0.19,-0.19,8.1,0.03,-0.03,6.586,0.021,-0.021,0.87,0.051,-0.051,0.238,0.062,-0.062
TOI-2266 b,TOI-2266,TIC 8348911,0.23,0.02,-0.02,16.54,0.2,-0.2,11.017,0.021,-0.021,0.02,0.002,-0.002,,,
Kepler-1177 b,Kepler-1177,TIC 399826020,0.98,0.034,-0.035,14.773,0.137,-0.137,12.967,0.034,-0.034,0.4301,,,0.0,,
HD 332231 b,HD 332231,TIC 199376584,1.1642,0.0317,-0.0337,8.558,0.002,-0.002,7.242,0.02,-0.02,0.145,0.003,-0.003,0.0,,
Kepler-399 b,Kepler-399,TIC 172373693,0.902,0.065,-0.033,14.686,0.16,-0.16,12.698,0.025,-0.025,0.103,,,0.0,,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,,1.0,0.1,-0.1,18.21,0.11,-0.11,,,,5.0,0.3,-0.3,0.0,,
HD 112300 b,HD 112300,TIC 411188061,1.4,0.3,-0.3,3.39515,0.023,-0.023,-1.189,0.194,-0.194,1.33,0.08,-0.11,0.36,0.06,-0.11
Kepler-462 c,Kepler-462,TIC 269263577,1.59,0.08,-0.08,11.632,0.016,-0.016,10.851,0.02,-0.02,0.7584,,,0.11,0.05,-0.02
Kepler-462 b,Kepler-462,TIC 269263577,1.59,0.08,-0.08,11.632,0.016,-0.016,10.851,0.02,-0.02,0.4172,,,0.042,0.046,-0.008
HIP 67851 c,HIP 67851,TIC 111947706,1.28,0.08,-0.08,6.17,0.03,-0.03,3.751,0.236,-0.236,4.55,0.05,-0.05,0.3,0.03,-0.03
Kepler-1106 b,Kepler-1106,TIC 159649503,1.11,0.139,-0.086,14.863,0.183,-0.183,13.234,0.024,-0.024,0.0239,,,0.0,,
Kepler-1001 c,Kepler-1001,TIC 405719252,0.93,,,15.582,0.126,-0.126,13.662,0.043,-0.043,0.08296,0.00065,-0.00065,0.0,,
HD 25463 c,HD 25463,TIC 407966340,1.251,0.0248,-0.0229,6.91134,0.023,-0.023,5.706,0.018,-0.018,0.0443,0.0008,-0.0008,0.0,,
Kepler-356 b,Kepler-356,TIC 137636895,1.163,0.031,-0.036,13.058,0.126,-0.126,11.704,0.021,-0.021,0.057,,,0.0,,
HD 134606 f,HD 134606,TIC 262457542,1.046,0.07,-0.059,6.86,0.03,-0.03,5.177,0.026,-0.026,0.1784,0.0039,-0.0041,0.081,0.1,-0.059
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,,0.69,0.02,-0.02,22.783,0.067,-0.067,,,,3.5,0.3,-0.3,,,
Kepler-285 c,Kepler-285,TIC 26416742,0.915,0.026,-0.026,15.198,0.149,-0.149,13.319,0.039,-0.039,0.064,,,0.0,,
K2-36 c,K2-36,TIC 363445121,0.79,0.01,-0.01,11.726,0.037,-0.037,9.454001,0.025,-0.025,0.05528,0.00023,-0.00023,0.089,,
Kepler-1834 c,Kepler-1834,TIC 378087161,0.765,0.051,-0.028,15.18,0.08,-0.08,12.722,0.038,-0.038,0.015,,,0.0,,
Kepler-487 b,Kepler-487,TIC 139158696,0.91,0.036,-0.041,14.882,0.183,-0.183,13.25,0.037,-0.037,0.11819,0.00132,-0.00132,0.0,,
HD 208487 b,HD 208487,TIC 197686484,1.13,,,7.47,0.03,-0.03,6.159,0.034,-0.034,0.524,0.03,-0.03,0.24,0.16,-0.16
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,,0.234,0.012,-0.012,,,,,,,1.18,0.1,-0.1,,,
Kepler-1821 b,Kepler-1821,TIC 27187386,0.946,0.044,-0.058,14.795,0.103,-0.103,13.058,0.036,-0.036,0.1244,,,0.0,,
Kepler-1090 c,Kepler-1090,TIC 271885110,0.869,0.065,-0.035,15.31,0.103,-0.103,13.07,0.025,-0.025,0.22622,0.00135,-0.00135,0.0,,
Kepler-263 c,Kepler-263,TIC 137637249,0.793,0.015,-0.024,15.435,0.137,-0.137,13.548,0.048,-0.048,0.242,,,0.0,,
HD 10180 g,HD 10180,TIC 231836962,1.06,0.05,-0.05,7.33,0.03,-0.03,5.868,0.018,-0.018,1.427,0.028,-0.028,0.263,0.152,-0.152
Kepler-461 b,Kepler-461,TIC 63206513,0.98,0.023,-0.029,13.457,0.103,-0.103,11.917,0.019,-0.019,0.07895,0.00072,-0.00072,0.0,,
TOI-4600 c,TOI-4600,TIC 232608943,0.89,0.05,-0.05,12.577,0.034,-0.034,10.571,0.018,-0.018,1.152,0.068,-0.068,0.21,0.29,-0.14
HD 66141 b,HD 66141,TIC 452867458,1.1,0.1,-0.1,4.37821,0.023,-0.023,1.447,0.308,-0.308,1.2,0.1,-0.1,0.07,0.03,-0.03
Kepler-1143 b,Kepler-1143,TIC 121215172,0.81,0.049,-0.046,15.493,0.16,-0.16,13.075,0.03,-0.03,0.0371,,,0.0,,
TOI-663 c,TOI-663,TIC 54962195,0.514,0.012,-0.012,13.667,0.023,-0.023,9.607,0.021,-0.021,0.0437,0.0016,-0.0016,,,
TOI-674 b,TOI-674,TIC 158588995,0.42,0.01,-0.01,14.203,0.041,-0.041,9.469,0.019,-0.019,0.025,0.0008,-0.0008,0.0,,
Kepler-1716 b,Kepler-1716,TIC 273035189,0.753,0.032,-0.059,13.129,0.057,-0.057,10.813,0.016,-0.016,0.18836,0.00174,-0.00174,0.0,,
Kepler-250 b,Kepler-250,TIC 159098652,0.806,0.02,-0.029,15.819,0.035,-0.035,13.483,0.037,-0.037,0.048,,,0.0,,
TOI-2015 c,TOI-2015,TIC 368287008,0.3041,0.0353,-0.0312,16.11,0.2,-0.2,10.263,0.019,-0.019,0.041232,4e-06,-4e-06,0.00033,0.0003,-0.0002
Kepler-476 b,Kepler-476,TIC 271430806,1.03,0.049,-0.045,14.018,0.114,-0.114,12.297,0.022,-0.022,0.1126,,,0.0,,
Kepler-1434 b,Kepler-1434,TIC 27534458,1.47,0.127,-0.118,12.198,0.057,-0.057,10.819,0.017,-0.017,0.0917,0.00048,-0.00048,0.0,,
HD 158259 e,HD 158259,TIC 188768068,1.08,0.1,-0.1,6.47915,0.023,-0.023,4.965,0.023,-0.023,,,,,,
Kepler-1240 b,Kepler-1240,TIC 258203566,0.98,0.048,-0.05,14.092,0.092,-0.092,12.361,0.029,-0.029,0.05791,0.00061,-0.00061,0.0,,
GJ 357 c,GJ 357,TIC 413248763,0.342,0.011,-0.011,10.91,0.1,-0.1,6.475,0.017,-0.017,0.061,0.004,-0.004,,,
CoRoT-7 c,CoRoT-7,TIC 280304863,0.899,0.122462,-0.095241,11.728,0.027,-0.027,9.806,0.021,-0.021,0.046,,,0.0,,
Kepler-593 b,Kepler-593,TIC 27391836,1.08,0.08,-0.067,14.622,0.206,-0.206,13.115,0.034,-0.034,0.1508,,,0.0,,
K2-164 b,K2-164,TIC 173090902,1.180894,0.093369,-0.061299,11.352,0.023,-0.023,9.775,0.019,-0.019,,,,,,
Kepler-1186 b,Kepler-1186,TIC 158730884,0.95,0.045,-0.052,15.367,0.057,-0.057,13.672,0.04,-0.04,0.1281,,,0.0,,
Kepler-27 d,Kepler-27,TIC 137556626,0.926,0.032,-0.064,15.822,0.069,-0.069,14.118,0.065,-0.065,0.06578,0.00047,-0.00047,0.0,,
HIP 71135 b,HIP 71135,TIC 457695809,0.66,0.04,-0.04,10.53,0.03,-0.03,7.242,0.021,-0.021,0.335,0.007,-0.007,0.21,0.13,-0.13
HR 858 d,HR 858,TIC 178155732,1.204,0.052,-0.052,6.38,0.03,-0.03,5.149,0.02,-0.02,0.1046,0.0014,-0.0014,0.0,,
USco1621 b,USco1621 A,TIC 322928241,0.36,0.08,-0.08,15.543,0.183,-0.183,10.193,0.021,-0.021,2880.0,20.0,-20.0,,,
TOI-5388.01,TOI-5388,TIC 407591297,0.28572,,,12.728,0.064,-0.064,8.319,0.021,-0.021,0.024335855,,,,,
Kepler-1847 b,Kepler-1847,TIC 272490211,1.041,0.14,-0.14,16.027,0.126,-0.126,14.192,0.062,-0.062,0.0989,,,0.0,,
Kepler-1782 b,Kepler-1782,TIC 123202646,0.794,0.035,-0.05,13.875,0.08,-0.08,11.576,0.016,-0.016,0.05825,0.00053,-0.00053,0.0,,
CoRoT-24 b,CoRoT-24,TIC 36105482,0.91,0.09,-0.09,15.383,0.114,-0.114,12.924,0.024,-0.024,0.056,0.002,-0.002,0.0,,
Kepler-1589 b,Kepler-1589,TIC 377909767,1.18,0.171,-0.106,15.074,0.126,-0.126,13.544,0.047,-0.047,0.0205,,,0.0,,
Kepler-495 b,Kepler-495,TIC 120692092,0.86,0.044,-0.052,14.942,0.092,-0.092,12.81,0.024,-0.024,0.0427,,,0.0,,
TOI-5704 b,TOI-5704,TIC 148673433,0.73,0.0846,-0.0846,11.529,0.046,-0.046,9.021,0.018,-0.018,,,,,,
Kepler-991 b,Kepler-991,TIC 28084836,0.64,0.028,-0.031,15.626,0.034,-0.034,12.611,0.024,-0.024,0.3104,,,0.0,,
TOI-128.01,TOI-128,TIC 391949880,0.851969,,,8.44,0.03,-0.03,6.932,0.033,-0.033,0.05381019,,,,,
Kepler-1774 b,Kepler-1774,TIC 121660779,1.101,0.173,-0.126,14.02,0.103,-0.103,12.505,0.024,-0.024,0.29496,0.00296,-0.00296,0.0,,
Kepler-1783 b,Kepler-1783,TIC 168811794,0.887,0.117,-0.157,13.309,0.08,-0.08,11.124,0.019,-0.019,0.07595,0.00038,-0.00038,0.0,,
Kepler-1806 b,Kepler-1806,TIC 399954605,0.884,0.07,-0.104,16.173,0.195,-0.195,14.039,0.063,-0.063,0.0813,,,0.0,,
Kepler-160 b,Kepler-160,TIC 158555483,1.003,0.036,-0.034,14.816,0.16,-0.16,13.052,0.026,-0.026,0.05511,0.0019,-0.0037,0.0,,
K2-52 b,K2-52,TIC 399155300,1.691,0.157,-0.143,15.93,0.03,-0.03,11.853,0.019,-0.019,0.054,0.002,-0.002,,,
HD 189733 b,HD 189733,TIC 256364928,0.79,0.08,-0.08,7.67,0.03,-0.03,5.541,0.021,-0.021,0.03126,0.00036,-0.00036,0.0,,
TOI-2184 b,TOI-2184,TIC 176956893,1.53,0.12,-0.12,12.254,0.04,-0.04,10.41,0.019,-0.019,,,,0.08,0.07,-0.07
TOI-2989 b,TOI-2989,TIC 97825640,0.77,0.02,-0.02,13.859,0.057,-0.057,10.861,0.021,-0.021,0.0384,0.0003,-0.0003,0.0,,
